t,x_x,x_vx
0.0,-0.0,-0.0
0.020294999999990182,0.002675224453913241,0.2673353106738524
0.04007899999999154,0.002675224453913241,-0.0
0.06113200000000063,-0.019892025265273283,-2.1502858236480726
0.07724499999999068,8.807565378153196,-1.421264433810138
0.09189099999998973,8.686485384809934,-9.586508041598861
0.10519800000000146,8.418049762177436,-14.817839668069569
0.12514799999999582,8.157471308495671,-11.225681763319669
0.1452149999999932,7.863147224098361,-18.215559048654914
0.16517899999999486,7.455672976315008,-22.540016844859082
0.1812749999999994,47.36440783392458,-15.197460194085112
0.19591400000000192,47.04554401623788,-16.668208889680425
0.2106809999999939,46.62104776672911,-18.727125847980027
0.2301779999999951,46.202640288804155,-21.119307933740497
0.25139500000000226,45.75037044132522,-24.10315456790341
0.2720769999999959,66.98178329968663,-18.559426717544607
0.28593999999999653,66.52478898180883,-24.9617692138675
0.29902699999999527,66.52478898180883,-0.0
0.31907699999999295,66.52478898180883,-0.0
0.3392070000000018,66.51523928221397,-0.9548267354766881
0.3602910000000037,66.50981679059905,0.43817754154358557
0.3770619999999951,84.7106896608996,6.783570521004278
0.3908819999999906,84.87930518404845,8.530495429573653
0.4040159999999986,85.05640075462608,7.577155721241767
0.424240999999995,85.21873537059801,8.659553217738864
0.4440179999999998,85.41872816357089,11.338726165579159
0.4652189999999905,85.67171894462003,12.762520004673533
0.4820319999999896,91.76830631451675,15.300125033196148
0.4958209999999923,92.11102849026241,15.830965505968113
0.5089480000000037,92.11102849026241,-0.0
0.5287659999999903,92.11102849026241,-0.0
0.5486509999999925,92.11102849026241,-0.0
