t,x_x,x_y,x_z,x_vx,x_vy,x_vz,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31,P_32,P_33,P_34,P_35
0.1752819999999815,0.002558768096510936,-0.016788106781221047,-0.0008999999998593466,-0.0,-0.0,-0.0,0.0002025,0.0,0.0,2.02e-05,0.0,0.0,0.0,0.0002025,0.0,0.0,2.02e-05,0.0,0.0,0.0,0.0002025,0.0,0.0,2.02e-05,2.02e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.02e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.02e-05,0.0,0.0,4e-06
0.1911810000000287,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,0.0474,0.0115,0.00019999999999999998,0.0001985,0.0,0.0,1.98e-05,0.0,0.0,0.0,0.0001985,0.0,0.0,1.98e-05,0.0,0.0,0.0,0.0001985,0.0,0.0,1.98e-05,1.98e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.98e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.98e-05,0.0,0.0,4e-06
0.20490100000000666,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,-0.0,-0.0,-0.0,0.0001993,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.0001993,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.0001993,0.0,0.0,1.99e-05,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06
0.21786000000003014,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,-0.0,-0.0,-0.0,0.0002002,0.0,0.0,2e-05,0.0,0.0,0.0,0.0002002,0.0,0.0,2e-05,0.0,0.0,0.0,0.0002002,0.0,0.0,2e-05,2e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2e-05,0.0,0.0,4e-06
0.23893400000002885,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,-0.0,-0.0,-0.0,0.000201,0.0,0.0,2.01e-05,0.0,0.0,0.0,0.000201,0.0,0.0,2.01e-05,0.0,0.0,0.0,0.000201,0.0,0.0,2.01e-05,2.01e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.01e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.01e-05,0.0,0.0,4e-06
0.26156700000001365,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,-0.0,-0.0,-0.0,0.0002019,0.0,0.0,2.02e-05,0.0,0.0,0.0,0.0002019,0.0,0.0,2.02e-05,0.0,0.0,0.0,0.0002019,0.0,0.0,2.02e-05,2.02e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.02e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.02e-05,0.0,0.0,4e-06
0.280257000000006,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,-0.0,-0.0,-0.0,0.0002027,0.0,0.0,2.03e-05,0.0,0.0,0.0,0.0002027,0.0,0.0,2.03e-05,0.0,0.0,0.0,0.0002027,0.0,0.0,2.03e-05,2.03e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.03e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.03e-05,0.0,0.0,4e-06
0.29609800000002906,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,0.0317,-0.0023,9.999999999999999e-05,0.0001986,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.0001986,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.0001986,0.0,0.0,1.99e-05,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06
0.3099119999999971,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,-0.0,-0.0,-0.0,0.0001994,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.0001994,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.0001994,0.0,0.0,1.99e-05,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06
0.323045000000036,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,-0.0,-0.0,-0.0,0.0002003,0.0,0.0,2e-05,0.0,0.0,0.0,0.0002003,0.0,0.0,2e-05,0.0,0.0,0.0,0.0002003,0.0,0.0,2e-05,2e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2e-05,0.0,0.0,4e-06
0.34419900000000325,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,-0.0,-0.0,-0.0,0.0002012,0.0,0.0,2.01e-05,0.0,0.0,0.0,0.0002012,0.0,0.0,2.01e-05,0.0,0.0,0.0,0.0002012,0.0,0.0,2.01e-05,2.01e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.01e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.01e-05,0.0,0.0,4e-06
0.36412500000000136,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,-0.0,-0.0,-0.0,0.000202,0.0,0.0,2.02e-05,0.0,0.0,0.0,0.000202,0.0,0.0,2.02e-05,0.0,0.0,0.0,0.000202,0.0,0.0,2.02e-05,2.02e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.02e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.02e-05,0.0,0.0,4e-06
0.38417600000002494,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,-0.0,-0.0,-0.0,0.0002028,0.0,0.0,2.03e-05,0.0,0.0,0.0,0.0002028,0.0,0.0,2.03e-05,0.0,0.0,0.0,0.0002028,0.0,0.0,2.03e-05,2.03e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.03e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.03e-05,0.0,0.0,4e-06
0.4001969999999915,1.1106951976134627,-0.126348103491499,0.0029000000001389026,0.0314,-0.0026,9.999999999999999e-05,0.0001988,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.0001988,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.0001988,0.0,0.0,1.99e-05,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06
0.4137820000000261,1.1106951976134627,-0.126348103491499,0.0029000000001389026,-0.0,-0.0,-0.0,0.0001996,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.0001996,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.0001996,0.0,0.0,1.99e-05,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06
0.4271550000000275,1.1106951976134627,-0.126348103491499,0.0029000000001389026,-0.0,-0.0,-0.0,0.0002005,0.0,0.0,2e-05,0.0,0.0,0.0,0.0002005,0.0,0.0,2e-05,0.0,0.0,0.0,0.0002005,0.0,0.0,2e-05,2e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2e-05,0.0,0.0,4e-06
0.44726600000001326,1.1106951976134627,-0.126348103491499,0.0029000000001389026,-0.0,-0.0,-0.0,0.0002013,0.0,0.0,2.01e-05,0.0,0.0,0.0,0.0002013,0.0,0.0,2.01e-05,0.0,0.0,0.0,0.0002013,0.0,0.0,2.01e-05,2.01e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.01e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.01e-05,0.0,0.0,4e-06
0.468496000000016,1.1106951976134627,-0.126348103491499,0.0029000000001389026,-0.0,-0.0,-0.0,0.0002021,0.0,0.0,2.02e-05,0.0,0.0,0.0,0.0002021,0.0,0.0,2.02e-05,0.0,0.0,0.0,0.0002021,0.0,0.0,2.02e-05,2.02e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.02e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.02e-05,0.0,0.0,4e-06
0.4886510000000044,1.1106951976134627,-0.126348103491499,0.0029000000001389026,-0.0,-0.0,-0.0,0.0002029,0.0,0.0,2.03e-05,0.0,0.0,0.0,0.0002029,0.0,0.0,2.03e-05,0.0,0.0,0.0,0.0002029,0.0,0.0,2.03e-05,2.03e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.03e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.03e-05,0.0,0.0,4e-06
0.5040549999999939,1.4240133777461463,-0.1125559813350819,0.0037999999999982492,0.0314,-0.0026,9.999999999999999e-05,0.0001989,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.0001989,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.0001989,0.0,0.0,1.99e-05,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06
0.5177740000000313,1.4240133777461463,-0.1125559813350819,0.0037999999999982492,-0.0,-0.0,-0.0,0.0001997,0.0,0.0,2e-05,0.0,0.0,0.0,0.0001997,0.0,0.0,2e-05,0.0,0.0,0.0,0.0001997,0.0,0.0,2e-05,2e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2e-05,0.0,0.0,4e-06
0.5310650000000123,1.4240133777461463,-0.1125559813350819,0.0037999999999982492,-0.0,-0.0,-0.0,0.0002006,0.0,0.0,2.01e-05,0.0,0.0,0.0,0.0002006,0.0,0.0,2.01e-05,0.0,0.0,0.0,0.0002006,0.0,0.0,2.01e-05,2.01e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.01e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.01e-05,0.0,0.0,4e-06
0.5512259999999856,1.4240133777461463,-0.1125559813350819,0.0037999999999982492,-0.0,-0.0,-0.0,0.0002014,0.0,0.0,2.01e-05,0.0,0.0,0.0,0.0002014,0.0,0.0,2.01e-05,0.0,0.0,0.0,0.0002014,0.0,0.0,2.01e-05,2.01e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.01e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.01e-05,0.0,0.0,4e-06
