t,x_x,x_y,x_z,x_vx,x_vy,x_vz,P_0,P_1,P_2,P_3,P_4,P_5,P_6,P_7,P_8,P_9,P_10,P_11,P_12,P_13,P_14,P_15,P_16,P_17,P_18,P_19,P_20,P_21,P_22,P_23,P_24,P_25,P_26,P_27,P_28,P_29,P_30,P_31,P_32,P_33,P_34,P_35
0.21,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,0.0,0.0,0.0,0.000199654124546646,0.0,0.0,1.9939347171849557e-05,0.0,0.0,0.0,0.000199654124546646,0.0,0.0,1.9939347171849557e-05,0.0,0.0,0.0,0.000199654124546646,0.0,0.0,1.9939347171849557e-05,1.9939347171849557e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.9939347171849557e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.9939347171849557e-05,0.0,0.0,4e-06
0.215,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,0.0,0.0,0.0,0.00020000137356277316,0.0,0.0,1.9977930395863686e-05,0.0,0.0,0.0,0.00020000137356277316,0.0,0.0,1.9977930395863686e-05,0.0,0.0,0.0,0.00020000137356277316,0.0,0.0,1.9977930395863686e-05,1.9977930395863686e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.9977930395863686e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.9977930395863686e-05,0.0,0.0,4e-06
0.22,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,0.0,0.0,0.0,0.0002002812375438918,0.0,0.0,2.0010154692986478e-05,0.0,0.0,0.0,0.0002002812375438918,0.0,0.0,2.0010154692986478e-05,0.0,0.0,0.0,0.0002002812375438918,0.0,0.0,2.0010154692986478e-05,2.0010154692986478e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0010154692986478e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0010154692986478e-05,0.0,0.0,4e-06
0.225,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,0.0,0.0,0.0,0.00020047104488943608,0.0,0.0,2.0033880611179513e-05,0.0,0.0,0.0,0.00020047104488943608,0.0,0.0,2.0033880611179513e-05,0.0,0.0,0.0,0.00020047104488943608,0.0,0.0,2.0033880611179513e-05,2.0033880611179513e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0033880611179513e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0033880611179513e-05,0.0,0.0,4e-06
0.23,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,0.0,0.0,0.0,0.0002006608522349804,0.0,0.0,2.0057606529372548e-05,0.0,0.0,0.0,0.0002006608522349804,0.0,0.0,2.0057606529372548e-05,0.0,0.0,0.0,0.0002006608522349804,0.0,0.0,2.0057606529372548e-05,2.0057606529372548e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0057606529372548e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0057606529372548e-05,0.0,0.0,4e-06
0.23500000000000001,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,0.0,0.0,0.0,0.00020085065958052467,0.0,0.0,2.0081332447565583e-05,0.0,0.0,0.0,0.00020085065958052467,0.0,0.0,2.0081332447565583e-05,0.0,0.0,0.0,0.00020085065958052467,0.0,0.0,2.0081332447565583e-05,2.0081332447565583e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0081332447565583e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0081332447565583e-05,0.0,0.0,4e-06
0.24,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,0.0,0.0,0.0,0.00020104238943136017,0.0,0.0,2.0104709936817798e-05,0.0,0.0,0.0,0.00020104238943136017,0.0,0.0,2.0104709936817798e-05,0.0,0.0,0.0,0.00020104238943136017,0.0,0.0,2.0104709936817798e-05,2.0104709936817798e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0104709936817798e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0104709936817798e-05,0.0,0.0,4e-06
0.245,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,0.0,0.0,0.0,0.00020124121415631945,0.0,0.0,2.0126801572924383e-05,0.0,0.0,0.0,0.00020124121415631945,0.0,0.0,2.0126801572924383e-05,0.0,0.0,0.0,0.00020124121415631945,0.0,0.0,2.0126801572924383e-05,2.0126801572924383e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0126801572924383e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0126801572924383e-05,0.0,0.0,4e-06
0.25,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,0.0,0.0,0.0,0.0002014400388812787,0.0,0.0,2.0148893209030967e-05,0.0,0.0,0.0,0.0002014400388812787,0.0,0.0,2.0148893209030967e-05,0.0,0.0,0.0,0.0002014400388812787,0.0,0.0,2.0148893209030967e-05,2.0148893209030967e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0148893209030967e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0148893209030967e-05,0.0,0.0,4e-06
0.255,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,0.0,0.0,0.0,0.00020163886360623795,0.0,0.0,2.0170984845137552e-05,0.0,0.0,0.0,0.00020163886360623795,0.0,0.0,2.0170984845137552e-05,0.0,0.0,0.0,0.00020163886360623795,0.0,0.0,2.0170984845137552e-05,2.0170984845137552e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0170984845137552e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0170984845137552e-05,0.0,0.0,4e-06
0.26,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,0.0,0.0,0.0,0.00020183768833119723,0.0,0.0,2.0193076481244136e-05,0.0,0.0,0.0,0.00020183768833119723,0.0,0.0,2.0193076481244136e-05,0.0,0.0,0.0,0.00020183768833119723,0.0,0.0,2.0193076481244136e-05,2.0193076481244136e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0193076481244136e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0193076481244136e-05,0.0,0.0,4e-06
0.265,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,0.0,0.0,0.0,0.00020204694489031516,0.0,0.0,2.0218368111289394e-05,0.0,0.0,0.0,0.00020204694489031516,0.0,0.0,2.0218368111289394e-05,0.0,0.0,0.0,0.00020204694489031516,0.0,0.0,2.0218368111289394e-05,2.0218368111289394e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0218368111289394e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0218368111289394e-05,0.0,0.0,4e-06
0.27,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,0.0,0.0,0.0,0.00020226096308186153,0.0,0.0,2.024512038523269e-05,0.0,0.0,0.0,0.00020226096308186153,0.0,0.0,2.024512038523269e-05,0.0,0.0,0.0,0.00020226096308186153,0.0,0.0,2.024512038523269e-05,2.024512038523269e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.024512038523269e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.024512038523269e-05,0.0,0.0,4e-06
0.275,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,0.0,0.0,0.0,0.0002024749812734079,0.0,0.0,2.0271872659175986e-05,0.0,0.0,0.0,0.0002024749812734079,0.0,0.0,2.0271872659175986e-05,0.0,0.0,0.0,0.0002024749812734079,0.0,0.0,2.0271872659175986e-05,2.0271872659175986e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0271872659175986e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0271872659175986e-05,0.0,0.0,4e-06
0.28,0.48115032534620544,-0.15101954565631584,0.0009999999992515995,0.0,0.0,0.0,0.00020268899946495426,0.0,0.0,2.0298624933119282e-05,0.0,0.0,0.0,0.00020268899946495426,0.0,0.0,2.0298624933119282e-05,0.0,0.0,0.0,0.00020268899946495426,0.0,0.0,2.0298624933119282e-05,2.0298624933119282e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0298624933119282e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0298624933119282e-05,0.0,0.0,4e-06
0.28500000000000003,0.575863782952942,-0.1477932842510888,0.0012694716234749005,0.009491389432459599,-0.0006886497064560592,2.994129158504605e-05,0.0002014724070450131,0.0,0.0,2.0180234833659815e-05,0.0,0.0,0.0,0.0002014724070450131,0.0,0.0,2.0180234833659815e-05,0.0,0.0,0.0,0.0002014724070450131,0.0,0.0,2.0180234833659815e-05,2.0180234833659815e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0180234833659815e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0180234833659815e-05,0.0,0.0,4e-06
0.29,0.6757093001433851,-0.14439220750089793,0.0015535445986210486,0.019497070891948735,-0.0014146139763874476,6.15049554951064e-05,0.00020017829682470064,0.0,0.0,2.0053980178019573e-05,0.0,0.0,0.0,0.00020017829682470064,0.0,0.0,2.0053980178019573e-05,0.0,0.0,0.0,0.00020017829682470064,0.0,0.0,2.0053980178019573e-05,2.0053980178019573e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0053980178019573e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0053980178019573e-05,0.0,0.0,4e-06
0.295,0.7755548173338294,-0.14099113075070704,0.0018376175737671997,0.02950275235143798,-0.002140578246318844,9.306861940516711e-05,0.00019888418660438814,0.0,0.0,1.992772552237933e-05,0.0,0.0,0.0,0.00019888418660438814,0.0,0.0,1.992772552237933e-05,0.0,0.0,0.0,0.00019888418660438814,0.0,0.0,1.992772552237933e-05,1.992772552237933e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.992772552237933e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.992772552237933e-05,0.0,0.0,4e-06
0.3,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,0.022745794121951296,-0.0016503257564822707,7.175329376009871e-05,0.0001988259736499192,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.0001988259736499192,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.0001988259736499192,0.0,0.0,1.99e-05,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06
0.305,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,0.011271927030568125,-0.0008178369769812836,3.555812943396885e-05,0.00019911553496452825,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.00019911553496452825,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.00019911553496452825,0.0,0.0,1.99e-05,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06
0.31,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,0.0,0.0,0.0,0.00019940603060991413,0.0,0.0,1.990067006776824e-05,0.0,0.0,0.0,0.00019940603060991413,0.0,0.0,1.990067006776824e-05,0.0,0.0,0.0,0.00019940603060991413,0.0,0.0,1.990067006776824e-05,1.990067006776824e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.990067006776824e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.990067006776824e-05,0.0,0.0,4e-06
0.315,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,0.0,0.0,0.0,0.00019974867890047886,0.0,0.0,1.993874210005321e-05,0.0,0.0,0.0,0.00019974867890047886,0.0,0.0,1.993874210005321e-05,0.0,0.0,0.0,0.00019974867890047886,0.0,0.0,1.993874210005321e-05,1.993874210005321e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.993874210005321e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.993874210005321e-05,0.0,0.0,4e-06
0.32,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,0.0,0.0,0.0,0.0002000913271910436,0.0,0.0,1.997681413233818e-05,0.0,0.0,0.0,0.0002000913271910436,0.0,0.0,1.997681413233818e-05,0.0,0.0,0.0,0.0002000913271910436,0.0,0.0,1.997681413233818e-05,1.997681413233818e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.997681413233818e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.997681413233818e-05,0.0,0.0,4e-06
0.325,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,0.0,0.0,0.0,0.00020038317575872034,0.0,0.0,2.000924175096893e-05,0.0,0.0,0.0,0.00020038317575872034,0.0,0.0,2.000924175096893e-05,0.0,0.0,0.0,0.00020038317575872034,0.0,0.0,2.000924175096893e-05,2.000924175096893e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.000924175096893e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.000924175096893e-05,0.0,0.0,4e-06
0.33,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,0.0,0.0,0.0,0.00020059590148435177,0.0,0.0,2.0032877942705752e-05,0.0,0.0,0.0,0.00020059590148435177,0.0,0.0,2.0032877942705752e-05,0.0,0.0,0.0,0.00020059590148435177,0.0,0.0,2.0032877942705752e-05,2.0032877942705752e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0032877942705752e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0032877942705752e-05,0.0,0.0,4e-06
0.335,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,0.0,0.0,0.0,0.0002008086272099832,0.0,0.0,2.0056514134442576e-05,0.0,0.0,0.0,0.0002008086272099832,0.0,0.0,2.0056514134442576e-05,0.0,0.0,0.0,0.0002008086272099832,0.0,0.0,2.0056514134442576e-05,2.0056514134442576e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0056514134442576e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0056514134442576e-05,0.0,0.0,4e-06
0.34,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,0.0,0.0,0.0,0.0002010213529356146,0.0,0.0,2.0080150326179402e-05,0.0,0.0,0.0,0.0002010213529356146,0.0,0.0,2.0080150326179402e-05,0.0,0.0,0.0,0.0002010213529356146,0.0,0.0,2.0080150326179402e-05,2.0080150326179402e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0080150326179402e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0080150326179402e-05,0.0,0.0,4e-06
0.34500000000000003,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,0.0,0.0,0.0,0.00020123215898825643,0.0,0.0,2.0104019873532052e-05,0.0,0.0,0.0,0.00020123215898825643,0.0,0.0,2.0104019873532052e-05,0.0,0.0,0.0,0.00020123215898825643,0.0,0.0,2.0104019873532052e-05,2.0104019873532052e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0104019873532052e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0104019873532052e-05,0.0,0.0,4e-06
0.35000000000000003,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,0.0,0.0,0.0,0.00020143290173642468,0.0,0.0,2.0129112717053085e-05,0.0,0.0,0.0,0.00020143290173642468,0.0,0.0,2.0129112717053085e-05,0.0,0.0,0.0,0.00020143290173642468,0.0,0.0,2.0129112717053085e-05,2.0129112717053085e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0129112717053085e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0129112717053085e-05,0.0,0.0,4e-06
0.355,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,0.0,0.0,0.0,0.00020163364448459292,0.0,0.0,2.0154205560574114e-05,0.0,0.0,0.0,0.00020163364448459292,0.0,0.0,2.0154205560574114e-05,0.0,0.0,0.0,0.00020163364448459292,0.0,0.0,2.0154205560574114e-05,2.0154205560574114e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0154205560574114e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0154205560574114e-05,0.0,0.0,4e-06
0.36,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,0.0,0.0,0.0,0.00020183438723276115,0.0,0.0,2.0179298404095143e-05,0.0,0.0,0.0,0.00020183438723276115,0.0,0.0,2.0179298404095143e-05,0.0,0.0,0.0,0.00020183438723276115,0.0,0.0,2.0179298404095143e-05,2.0179298404095143e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0179298404095143e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0179298404095143e-05,0.0,0.0,4e-06
0.365,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,0.0,0.0,0.0,0.00020203491097700853,0.0,0.0,2.0204363872126066e-05,0.0,0.0,0.0,0.00020203491097700853,0.0,0.0,2.0204363872126066e-05,0.0,0.0,0.0,0.00020203491097700853,0.0,0.0,2.0204363872126066e-05,2.0204363872126066e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0204363872126066e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0204363872126066e-05,0.0,0.0,4e-06
0.37,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,0.0,0.0,0.0,0.00020223440227420047,0.0,0.0,2.0229300284275058e-05,0.0,0.0,0.0,0.00020223440227420047,0.0,0.0,2.0229300284275058e-05,0.0,0.0,0.0,0.00020223440227420047,0.0,0.0,2.0229300284275058e-05,2.0229300284275058e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0229300284275058e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0229300284275058e-05,0.0,0.0,4e-06
0.375,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,0.0,0.0,0.0,0.00020243389357139238,0.0,0.0,2.0254236696424047e-05,0.0,0.0,0.0,0.00020243389357139238,0.0,0.0,2.0254236696424047e-05,0.0,0.0,0.0,0.00020243389357139238,0.0,0.0,2.0254236696424047e-05,2.0254236696424047e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0254236696424047e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0254236696424047e-05,0.0,0.0,4e-06
0.38,0.7974808929094316,-0.14024425429634535,0.0018999999991109462,0.0,0.0,0.0,0.00020263338486858432,0.0,0.0,2.027917310857304e-05,0.0,0.0,0.0,0.00020263338486858432,0.0,0.0,2.027917310857304e-05,0.0,0.0,0.0,0.00020263338486858432,0.0,0.0,2.027917310857304e-05,2.027917310857304e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.027917310857304e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.027917310857304e-05,0.0,0.0,4e-06
0.385,0.8135902860227735,-0.13952954059165332,0.0019514324940128765,0.0016149803382604798,-0.00013372448660755565,5.143249484905986e-06,0.00020259427002060376,0.0,0.0,2.0279427002060375e-05,0.0,0.0,0.0,0.00020259427002060376,0.0,0.0,2.0279427002060375e-05,0.0,0.0,0.0,0.00020259427002060376,0.0,0.0,2.0279427002060375e-05,2.0279427002060375e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0279427002060375e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0279427002060375e-05,0.0,0.0,4e-06
0.39,0.9113414578299908,-0.13519268558732295,0.00226352287570879,0.011414618313438563,-0.0009451594781828109,3.635228762241581e-05,0.00020134590849510336,0.0,0.0,2.0154590849510337e-05,0.0,0.0,0.0,0.00020134590849510336,0.0,0.0,2.0154590849510337e-05,0.0,0.0,0.0,0.00020134590849510336,0.0,0.0,2.0154590849510337e-05,2.0154590849510337e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0154590849510337e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0154590849510337e-05,0.0,0.0,4e-06
0.395,1.009092629637208,-0.13085583058299258,0.0025756132574047035,0.021214256288616645,-0.0017565944697580662,6.756132575992563e-05,0.00020009754696960298,0.0,0.0,2.0029754696960295e-05,0.0,0.0,0.0,0.00020009754696960298,0.0,0.0,2.0029754696960295e-05,0.0,0.0,0.0,0.00020009754696960298,0.0,0.0,2.0029754696960295e-05,2.0029754696960295e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0029754696960295e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0029754696960295e-05,0.0,0.0,4e-06
0.4,1.1068438014444255,-0.1265189755786622,0.002887703639100617,0.03101389426379473,-0.0025680294613333217,9.877036389743545e-05,0.00019884918544410259,0.0,0.0,1.9904918544410256e-05,0.0,0.0,0.0,0.00019884918544410259,0.0,0.0,1.9904918544410256e-05,0.0,0.0,0.0,0.00019884918544410259,0.0,0.0,1.9904918544410256e-05,1.9904918544410256e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.9904918544410256e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.9904918544410256e-05,0.0,0.0,4e-06
0.405,1.1106951976134627,-0.126348103491499,0.0029000000001389026,0.02029847626059003,-0.001680765550239939,6.464482885538226e-05,0.00019908284136915694,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.00019908284136915694,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.00019908284136915694,0.0,0.0,1.99e-05,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06
0.41000000000000003,1.1106951976134627,-0.126348103491499,0.0029000000001389026,0.00874161207217632,-0.0007238277511993131,2.7839528892281264e-05,0.00019937728376886175,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.00019937728376886175,0.0,0.0,1.99e-05,0.0,0.0,0.0,0.00019937728376886175,0.0,0.0,1.99e-05,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.99e-05,0.0,0.0,4e-06
0.41500000000000004,1.1106951976134627,-0.126348103491499,0.0029000000001389026,0.0,0.0,0.0,0.00019968197113586902,0.0,0.0,1.9909107903985445e-05,0.0,0.0,0.0,0.00019968197113586902,0.0,0.0,1.9909107903985445e-05,0.0,0.0,0.0,0.00019968197113586902,0.0,0.0,1.9909107903985445e-05,1.9909107903985445e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.9909107903985445e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.9909107903985445e-05,0.0,0.0,4e-06
0.42,1.1106951976134627,-0.126348103491499,0.0029000000001389026,0.0,0.0,0.0,0.0002000184700515947,0.0,0.0,1.994649667239941e-05,0.0,0.0,0.0,0.0002000184700515947,0.0,0.0,1.994649667239941e-05,0.0,0.0,0.0,0.0002000184700515947,0.0,0.0,1.994649667239941e-05,1.994649667239941e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.994649667239941e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.994649667239941e-05,0.0,0.0,4e-06
0.425,1.1106951976134627,-0.126348103491499,0.0029000000001389026,0.0,0.0,0.0,0.0002003549689673204,0.0,0.0,1.9983885440813377e-05,0.0,0.0,0.0,0.0002003549689673204,0.0,0.0,1.9983885440813377e-05,0.0,0.0,0.0,0.0002003549689673204,0.0,0.0,1.9983885440813377e-05,1.9983885440813377e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.9983885440813377e-05,0.0,0.0,4e-06,0.0,0.0,0.0,1.9983885440813377e-05,0.0,0.0,4e-06
0.43,1.1106951976134627,-0.126348103491499,0.0029000000001389026,0.0,0.0,0.0,0.0002006131718959763,0.0,0.0,2.001414648699704e-05,0.0,0.0,0.0,0.0002006131718959763,0.0,0.0,2.001414648699704e-05,0.0,0.0,0.0,0.0002006131718959763,0.0,0.0,2.001414648699704e-05,2.001414648699704e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.001414648699704e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.001414648699704e-05,0.0,0.0,4e-06
0.435,1.1106951976134627,-0.126348103491499,0.0029000000001389026,0.0,0.0,0.0,0.00020081206802247437,0.0,0.0,2.00390085028093e-05,0.0,0.0,0.0,0.00020081206802247437,0.0,0.0,2.00390085028093e-05,0.0,0.0,0.0,0.00020081206802247437,0.0,0.0,2.00390085028093e-05,2.00390085028093e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.00390085028093e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.00390085028093e-05,0.0,0.0,4e-06
0.44,1.1106951976134627,-0.126348103491499,0.0029000000001389026,0.0,0.0,0.0,0.00020101096414897247,0.0,0.0,2.006387051862156e-05,0.0,0.0,0.0,0.00020101096414897247,0.0,0.0,2.006387051862156e-05,0.0,0.0,0.0,0.00020101096414897247,0.0,0.0,2.006387051862156e-05,2.006387051862156e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.006387051862156e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.006387051862156e-05,0.0,0.0,4e-06
0.445,1.1106951976134627,-0.126348103491499,0.0029000000001389026,0.0,0.0,0.0,0.00020120986027547053,0.0,0.0,2.008873253443382e-05,0.0,0.0,0.0,0.00020120986027547053,0.0,0.0,2.008873253443382e-05,0.0,0.0,0.0,0.00020120986027547053,0.0,0.0,2.008873253443382e-05,2.008873253443382e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.008873253443382e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.008873253443382e-05,0.0,0.0,4e-06
0.45,1.1106951976134627,-0.126348103491499,0.0029000000001389026,0.0,0.0,0.0,0.000201403024022609,0.0,0.0,2.0112878002826127e-05,0.0,0.0,0.0,0.000201403024022609,0.0,0.0,2.0112878002826127e-05,0.0,0.0,0.0,0.000201403024022609,0.0,0.0,2.0112878002826127e-05,2.0112878002826127e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0112878002826127e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0112878002826127e-05,0.0,0.0,4e-06
0.455,1.1106951976134627,-0.126348103491499,0.0029000000001389026,0.0,0.0,0.0,0.00020159143664625476,0.0,0.0,2.0136429580781847e-05,0.0,0.0,0.0,0.00020159143664625476,0.0,0.0,2.0136429580781847e-05,0.0,0.0,0.0,0.00020159143664625476,0.0,0.0,2.0136429580781847e-05,2.0136429580781847e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0136429580781847e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0136429580781847e-05,0.0,0.0,4e-06
0.46,1.1106951976134627,-0.126348103491499,0.0029000000001389026,0.0,0.0,0.0,0.00020177984926990052,0.0,0.0,2.0159981158737564e-05,0.0,0.0,0.0,0.00020177984926990052,0.0,0.0,2.0159981158737564e-05,0.0,0.0,0.0,0.00020177984926990052,0.0,0.0,2.0159981158737564e-05,2.0159981158737564e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0159981158737564e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0159981158737564e-05,0.0,0.0,4e-06
0.465,1.1106951976134627,-0.126348103491499,0.0029000000001389026,0.0,0.0,0.0,0.00020196826189354628,0.0,0.0,2.0183532736693284e-05,0.0,0.0,0.0,0.00020196826189354628,0.0,0.0,2.0183532736693284e-05,0.0,0.0,0.0,0.00020196826189354628,0.0,0.0,2.0183532736693284e-05,2.0183532736693284e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0183532736693284e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.0183532736693284e-05,0.0,0.0,4e-06
0.47000000000000003,1.1106951976134627,-0.126348103491499,0.0029000000001389026,0.0,0.0,0.0,0.00020215969734557122,0.0,0.0,2.02074621681964e-05,0.0,0.0,0.0,0.00020215969734557122,0.0,0.0,2.02074621681964e-05,0.0,0.0,0.0,0.00020215969734557122,0.0,0.0,2.02074621681964e-05,2.02074621681964e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.02074621681964e-05,0.0,0.0,4e-06,0.0,0.0,0.0,2.02074621681964e-05,0.0,0.0,4e-06
